Duration,Start date,End date,Start station number,Start station,End station number,End station,Bike number,Member type,lat,lon
3869,23/09/2010 8:20,23/09/2010 9:24,31107,Lamont & Mt Pleasant NW,31003,15th & Crystal Dr,W00194,Member,38.9319014,-77.0387453
385,23/09/2010 8:24,23/09/2010 8:30,31101,14th & V St NW,31200,Massachusetts Ave & Dupont Circle NW,W00960,Casual,38.9175997,-77.0321
987,23/09/2010 8:25,23/09/2010 8:41,31105,14th & Harvard St NW,31204,20th & E St NW,W00288,Member,38.9267997,-77.0322
317,23/09/2010 8:25,23/09/2010 8:30,31203,14th & Rhode Island Ave NW,31213,17th & K St NW,W00711,Member,38.9085997,-77.0323
577,23/09/2010 8:26,23/09/2010 8:35,31202,14th & R St NW,31100,19th St & Pennsylvania Ave NW,W00526,Member,38.9126963,-77.03167
459,23/09/2010 8:31,23/09/2010 8:39,31203,14th & Rhode Island Ave NW,31101,14th & V St NW,W00318,Member,38.9085997,-77.0323
945,23/09/2010 8:39,23/09/2010 8:54,31400,Georgia & New Hampshire Ave NW,31200,Massachusetts Ave & Dupont Circle NW,W00743,Casual,38.9360427,-77.024649
421,23/09/2010 8:39,23/09/2010 8:46,31104,Adams Mill & Columbia Rd NW,31101,14th & V St NW,W00948,Member,38.9230444,-77.0425553
810,23/09/2010 8:40,23/09/2010 8:53,31103,16th & Harvard St NW,31213,17th & K St NW,W00508,Casual,38.9261399,-77.0366677
1232,23/09/2010 8:41,23/09/2010 9:02,31201,15th & P St NW,31110,20th St & Florida Ave NW,W01050,Member,38.9098497,-77.034438
1008,23/09/2010 8:41,23/09/2010 8:58,31105,14th & Harvard St NW,31204,20th & E St NW,W00220,Casual,38.9267997,-77.0322
683,23/09/2010 8:42,23/09/2010 8:53,31201,15th & P St NW,31205,21st & I St NW,W00614,Member,38.9098497,-77.034438
24343,23/09/2010 8:43,23/09/2010 15:29,31111,10th & U St NW,31212,21st & M St NW,W00472,Member,38.9171997,-77.0259
1349,23/09/2010 8:47,23/09/2010 9:10,31600,5th & K St NW,31600,5th & K St NW,W00885,Casual,38.9025842,-77.0556545
623,23/09/2010 8:48,23/09/2010 8:59,31203,14th & Rhode Island Ave NW,31604,3rd & H St NW,W01069,Member,38.9085997,-77.0323
940,23/09/2010 8:48,23/09/2010 9:04,31607,14th & D St SE,31108,4th & M St SW,W00549,Member,38.8839997,-76.9861
584,23/09/2010 8:51,23/09/2010 9:01,31101,14th & V St NW,31212,21st & M St NW,W00948,Member,38.9175997,-77.0321
315,23/09/2010 8:53,23/09/2010 8:58,31200,Massachusetts Ave & Dupont Circle NW,31100,19th St & Pennsylvania Ave NW,W00742,Member,38.9100997,-77.0444
1459,23/09/2010 8:53,23/09/2010 9:17,31101,14th & V St NW,31502,John McCormack Dr & Michigan Ave NE,W00729,Member,38.9175997,-77.0321
854,23/09/2010 9:03,23/09/2010 9:17,31204,20th & E St NW,31600,5th & K St NW,W00048,Member,38.8963209,-77.045018
884,23/09/2010 9:03,23/09/2010 9:18,31600,5th & K St NW,31200,Massachusetts Ave & Dupont Circle NW,W00811,Casual,38.9025842,-77.0556545
429,23/09/2010 9:04,23/09/2010 9:11,31110,20th St & Florida Ave NW,31203,14th & Rhode Island Ave NW,W00557,Member,38.9153997,-77.0446
207,23/09/2010 9:07,23/09/2010 9:11,31200,Massachusetts Ave & Dupont Circle NW,31212,21st & M St NW,W00570,Member,38.9100997,-77.0444
1609,23/09/2010 9:08,23/09/2010 9:34,31103,16th & Harvard St NW,31605,3rd & D St SE,W00773,Casual,38.9261399,-77.0366677
691,23/09/2010 9:15,23/09/2010 9:26,31105,14th & Harvard St NW,31203,14th & Rhode Island Ave NW,W00340,Member,38.9267997,-77.0322
253,23/09/2010 9:19,23/09/2010 9:23,31104,Adams Mill & Columbia Rd NW,31110,20th St & Florida Ave NW,W00930,Member,38.9230444,-77.0425553
26866,23/09/2010 9:20,23/09/2010 16:47,31200,Massachusetts Ave & Dupont Circle NW,31101,14th & V St NW,W00491,Casual,38.9100997,-77.0444
190,23/09/2010 9:20,23/09/2010 9:23,31111,10th & U St NW,31101,14th & V St NW,W00977,Member,38.9171997,-77.0259
558,23/09/2010 9:21,23/09/2010 9:30,31106,Calvert & Biltmore St NW,31101,14th & V St NW,W00556,Member,38.9232108,-77.0476393
622,23/09/2010 9:22,23/09/2010 9:32,31106,Calvert & Biltmore St NW,31101,14th & V St NW,W00928,Member,38.9232108,-77.0476393
490,23/09/2010 9:26,23/09/2010 9:34,31200,Massachusetts Ave & Dupont Circle NW,31205,21st & I St NW,W00285,Member,38.9100997,-77.0444
408,23/09/2010 9:33,23/09/2010 9:40,31201,15th & P St NW,31200,Massachusetts Ave & Dupont Circle NW,W00988,Member,38.9098497,-77.034438
391,23/09/2010 9:38,23/09/2010 9:44,31109,7th & T St NW,31203,14th & Rhode Island Ave NW,W01074,Casual,38.9154997,-77.0222
254,23/09/2010 9:42,23/09/2010 9:46,31101,14th & V St NW,31110,20th St & Florida Ave NW,W00512,Member,38.9175997,-77.0321
717,23/09/2010 9:44,23/09/2010 9:56,31400,Georgia & New Hampshire Ave NW,31201,15th & P St NW,W00640,Member,38.9360427,-77.024649
1302,23/09/2010 9:45,23/09/2010 10:07,31109,7th & T St NW,31108,4th & M St SW,W00641,Member,38.9154997,-77.0222
838,23/09/2010 9:52,23/09/2010 10:06,31202,14th & R St NW,31205,21st & I St NW,W00577,Casual,38.9126963,-77.03167
684,23/09/2010 10:19,23/09/2010 10:31,31109,7th & T St NW,31604,3rd & H St NW,W00482,Member,38.9154997,-77.0222
317,23/09/2010 10:25,23/09/2010 10:30,31201,15th & P St NW,31213,17th & K St NW,W01099,Member,38.9098497,-77.034438
18491,23/09/2010 10:29,23/09/2010 15:37,31602,Park Rd & Holmead Pl NW,31206,19th & E Street NW,W00159,Casual,38.9308232,-77.0315137
18479,23/09/2010 10:29,23/09/2010 15:37,31602,Park Rd & Holmead Pl NW,31206,19th & E Street NW,W00775,Casual,38.9308232,-77.0315137
690,23/09/2010 10:33,23/09/2010 10:44,31203,14th & Rhode Island Ave NW,31600,5th & K St NW,W00221,Member,38.9085997,-77.0323
436,23/09/2010 10:57,23/09/2010 11:04,31205,21st & I St NW,31213,17th & K St NW,W00285,Member,38.9007997,-77.047
172,23/09/2010 10:59,23/09/2010 11:02,31212,21st & M St NW,31205,21st & I St NW,W01081,Casual,38.9053609,-77.0467762
1871,23/09/2010 11:09,23/09/2010 11:40,31110,20th St & Florida Ave NW,31604,3rd & H St NW,W01050,Casual,38.9153997,-77.0446
2012,23/09/2010 11:09,23/09/2010 11:43,31110,20th St & Florida Ave NW,31604,3rd & H St NW,W00930,Casual,38.9153997,-77.0446
434,23/09/2010 11:13,23/09/2010 11:20,31203,14th & Rhode Island Ave NW,31200,Massachusetts Ave & Dupont Circle NW,W00277,Member,38.9085997,-77.0323
564,23/09/2010 11:22,23/09/2010 11:32,31103,16th & Harvard St NW,31200,Massachusetts Ave & Dupont Circle NW,W00435,Member,38.9261399,-77.0366677
6026,23/09/2010 11:24,23/09/2010 13:05,31205,21st & I St NW,31006,S Joyce & Army Navy Dr,W01008,Casual,38.9007997,-77.047
489,23/09/2010 11:25,23/09/2010 11:33,31101,14th & V St NW,31104,Adams Mill & Columbia Rd NW,W00736,Member,38.9175997,-77.0321
798,23/09/2010 11:25,23/09/2010 11:39,31213,17th & K St NW,31213,17th & K St NW,W01099,Member,38.9027555,-77.0386382
242,23/09/2010 11:35,23/09/2010 11:39,31103,16th & Harvard St NW,31104,Adams Mill & Columbia Rd NW,W00990,Member,38.9261399,-77.0366677
800,23/09/2010 11:38,23/09/2010 11:51,31111,10th & U St NW,31212,21st & M St NW,W00850,Member,38.9171997,-77.0259
685,23/09/2010 11:39,23/09/2010 11:51,31101,14th & V St NW,31603,1st & M St NE,W00562,Member,38.9175997,-77.0321
2377,23/09/2010 11:40,23/09/2010 12:20,31200,Massachusetts Ave & Dupont Circle NW,31206,19th & E Street NW,W01070,Casual,38.9100997,-77.0444
